CUSTOMER_ID,FIRST_NAME,LAST_NAME,COUNTRY,AGE_GROUP,EDUCATION_LEVEL,MARITAL_STATUS
1155,Palma,Lainez,South Korea,18-25,2,1
1156,Kimbery,Pitstick,Norway,25-39,2,0
1157,Kristan,Terracciano,Estonia,25-39,1,3
1158,Elvis,Fagg,Maldives,18-25,2,1
1159,Adriene,Fausel,Nigeria,25-39,2,3
1160,Stanley,Patee,Sri Lanka,25-39,2,1
1161,Delores,Wieting,Thailand,25-39,1,3
1162,Barton,Foote,Sri Lanka,18-25,0,1
1163,Donetta,Fabian,Albania,40-55,2,2
1164,Julene,Pinchock,Bahamas,40-55,1,2
1165,My,Gristede,Switzerland,25-39,2,0
1166,Marsha,Topez,Norway,25-39,6,2
1167,Zack,Mccadams,China,25-39,4,3
1168,Jennifer,Newmyer,Guadeloupe,18-25,6,2
1169,Dalila,Ciborowski,Cyprus,25-39,3,0
1170,Yoko,Lynum,Greece,25-39,2,2
1171,Johanna,Quintano,Panama,25-39,2,0
1172,Vilma,Repasky,Slovakia,25-39,3,2
1173,Gina,Plowman,Russia,25-39,2,1
1174,Demetria,Pumper,Trinidad & Tobago,18-25,3,2
1175,Bebe,Luhr,Jamaica,25-39,1,2
1176,Billie,Smiley,Spain,25-39,0,3
1177,Branda,Niemie,Sweden,25-39,6,3
1178,Setsuko,Dabbraccio,Ethiopia,25-39,2,2
1179,Toshia,Beale,Vietnam,25-39,3,2
1180,Emil,Auer,United Arab Emirates,55-67,2,3
1181,Belkis,Virock,Poland,25-39,4,0
1182,Lashunda,Appolonia,Australia,25-39,3,0
1183,Ginette,Norquest,St. Lucia,25-39,3,1
1184,Zoila,Goffredo,Pakistan,25-39,4,2
1185,Malvina,Guo,South Korea,40-55,2,2
1186,Annabel,Kanable,Estonia,40-55,3,1
1187,Thomasena,Vendrick,Finland,25-39,1,2
1188,Antwan,Wixom,Mexico,18-25,1,1
1189,Sophie,Nigh,New Zealand,18-25,1,1
1190,Sandy,Chislom,Panama,25-39,3,1
1191,Nova,Boxwell,Qatar,25-39,2,3
1192,Peter,Lambrukos,Nepal,25-39,2,1
1193,Stacie,Rapson,Venezuela,18-25,2,3
1194,Kristen,Mas,United States,55-67,3,2
1195,Janis,Moma,Venezuela,25-39,3,0
1196,Shanae,Tamporello,Puerto Rico,25-39,6,1
1197,Jeneva,Macpherson,Sri Lanka,25-39,1,2
1198,Shawn,Thagard,Malaysia,55-67,3,1
1199,Lavada,Mcguff,St. Kitts & Nevis,25-39,3,0
1200,Renay,Devito,Macau,55-67,3,0
1201,Concha,Faessler,Montenegro,25-39,0,2
1202,Yulanda,Gonzalas,Maldives,25-39,3,3
1203,Cathryn,Cordonnier,Germany,25-39,2,2
1204,Broderick,Quettant,Norway,40-55,1,2
1205,Dewitt,Broaden,Taiwan,40-55,4,2
1206,Ricky,Poullion,Slovakia,18-25,3,2
1207,Merilyn,Steiniger,Cayman Islands,25-39,1,3
1208,Marx,Basiliere,Ireland,25-39,1,2
1209,Demetra,Watt,Peru,40-55,2,2
1210,Franklyn,Blakely,Belarus,18-25,2,2
1211,Melania,Guagliano,Egypt,25-39,3,0
1212,Sydney,Handford,Nicaragua,18-25,1,2
1213,Neomi,Lecky,Singapore,25-39,1,2
1214,Nydia,Latzka,Cyprus,18-25,1,1
1215,Milagros,Oney,Canada,25-39,1,1
1216,Tiffanie,Klumph,Egypt,40-55,6,2
1217,Clemmie,Ramcharran,Liberia,55-67,3,1
1218,Carter,Speiser,Australia,25-39,4,1
1219,Kathy,Hoscheid,Italy,25-39,0,2
1220,Magaly,Therrien,Russia,25-39,2,2
1221,Charline,Mochel,Jordan,25-39,2,1
1222,Erlene,Chandrasekara,Liberia,40-55,2,2
1223,Livia,Koener,United Kingdom,25-39,3,1
1224,Vernetta,Alkema,Israel,25-39,1,2
1225,Dannie,Schenck,Serbia,25-39,1,1
1226,Domenic,Engels,Cyprus,40-55,1,2
1227,Frieda,Muecke,Georgia,40-55,2,3
1228,Refugio,Gorringe,Nigeria,40-55,1,2
1229,Pattie,Heath,New Zealand,25-39,2,2
1230,Stephen,Kristof,Switzerland,25-39,1,2
1231,Lida,Mcphie,Morocco,25-39,2,2
1232,Denna,Nishio,Zambia,18-25,3,2
1233,Viviana,Barabin,Sri Lanka,55-67,1,3
1234,Lieselotte,Loeza,Morocco,40-55,3,2
1235,Denae,Stenehjem,Lithuania,55-67,4,2
1236,Robt,Mathias,Turkey,18-25,1,1
1237,Fumiko,Faerber,Netherlands,25-39,1,2
1238,Yessenia,Chajon,Poland,40-55,2,1
1239,Hyon,Bachner,Japan,18-25,2,2
1240,Marge,Teffeteller,Canada,40-55,1,2
1241,Joslyn,Fanion,Finland,25-39,1,1
1242,Sergio,Arguello,Georgia,40-55,2,0
1243,Vincenza,Pennigton,Morocco,18-25,3,1
1244,Lucie,Maroudas,Switzerland,25-39,3,2
1245,Erlinda,Beaulieu,Greece,18-25,0,2
1246,Cristine,Tonn,Argentina,25-39,3,1
1247,Migdalia,Sickendick,Yemen,40-55,2,2
1248,Deonna,Disch,Bahamas,25-39,2,2
1249,Skye,Lawrenz,Malaysia,25-39,2,0
1250,Man,Bolitho,Luxembourg,40-55,1,1
1251,Elayne,Muraro,Myanmar (Burma),25-39,4,3
1252,Kassie,Semsem,Benin,40-55,2,1
1253,Cheyenne,Mogush,Curaçao,40-55,3,0
1254,Deirdre,Rabalais,Macau,40-55,2,3
1255,Teofila,Zukor,Venezuela,18-25,1,2
1256,Beckie,Galimberti,Lebanon,25-39,3,2
1257,Pinkie,Brazie,Tunisia,40-55,2,2
1258,Genna,Kady,Bulgaria,25-39,3,0
1259,Glenn,Warshaw,Philippines,18-25,3,2
1260,Nadene,Castleman,Hungary,25-39,3,0
1261,Gertha,Connerty,Romania,55-67,1,1
1262,Marcella,Hillenbrand,Spain,25-39,0,1
1263,Glenda,Boiser,Nigeria,55-67,2,3
1264,Jocelyn,Gurin,Ecuador,55-67,3,2
1265,Ehtel,Barrentine,Georgia,40-55,2,3
1266,Lakia,Redfern,Puerto Rico,18-25,1,1
1267,Darren,Martinov,Bolivia,25-39,3,1
1268,Divina,Philbrick,Peru,25-39,2,1
1269,Malcolm,Macdaniel,Mexico,25-39,1,2
1270,Loriann,Walles,Denmark,25-39,3,2
1271,Marguerita,Gavilanes,Tunisia,40-55,3,1
1272,Benito,Hufft,Montenegro,25-39,3,0
1273,Minna,Vlasaty,Venezuela,40-55,1,2
1274,Abigail,Salameh,Panama,55-67,1,2
1275,Delta,Koy,Sri Lanka,40-55,1,2
1276,Janee,Doino,Peru,40-55,1,2
1277,Meta,Risha,Australia,25-39,4,2
1278,Gabriela,Lafata,Cayman Islands,18-25,6,3
1279,Eleanore,Dagle,Martinique,40-55,2,2
1280,Valeria,Sheeler,Luxembourg,25-39,2,2
1281,Warren,Delage,Oman,25-39,3,1
1282,Issac,Stefford,St. Vincent & Grenadines,18-25,6,1
1283,Madie,Haft,Indonesia,55-67,1,2
1284,Matilda,Ouellette,United States,18-25,4,2
1285,Judith,Okuno,Germany,25-39,4,2
1286,Maurice,Weagraff,Belarus,18-25,3,1
1287,Sharan,Troop,Finland,25-39,1,1
1288,Trudi,Kasdon,Colombia,25-39,1,1
1289,Michelina,Albery,Mexico,55-67,1,1
1290,Lucilla,Rund,Brazil,25-39,1,2
1291,Brenda,Penalosa,Ecuador,25-39,3,2
1292,Alfonzo,Wackerly,New Zealand,40-55,0,1
1293,Marilou,Bejarano,Macau,55-67,2,2
1294,Arlena,Delena,Saudi Arabia,25-39,1,1
1295,Celia,Billie,Kuwait,25-39,6,1
1296,Buck,Fedorczyk,Australia,25-39,1,2
1297,Shane,Gran,Slovakia,18-25,3,1
1298,Janay,Vanbrocklin,France,18-25,6,0
1299,Kelvin,Tupy,Tanzania,25-39,2,0
1300,Yolande,Bethay,Switzerland,40-55,1,1
1301,Mike,Poudrier,Serbia,55-67,1,2
1302,Zula,Brucki,Laos,40-55,2,3
1303,Tosha,Fortini,Austria,55-67,1,2
1304,Summer,Odems,Russia,40-55,2,3
1305,Dexter,Tooker,Puerto Rico,18-25,0,2
1306,Erik,Claridge,Finland,40-55,3,3
1307,Jule,Goodie,Ireland,25-39,3,0
1308,Victorina,Marchello,Zimbabwe,18-25,6,1
1309,Dixie,Schwanke,Luxembourg,25-39,3,2
1310,Piper,Topolewski,New Zealand,25-39,1,2
1311,Moon,Bierer,Belgium,18-25,1,2
1312,Natalya,Spano,Cambodia,40-55,2,2
1313,Marilyn,Bernhart,St. Kitts & Nevis,25-39,2,2
1314,Dominque,Ollech,Estonia,40-55,4,2
1315,Ching,Vanscoik,El Salvador,40-55,2,1
1316,Adella,Wohld,Indonesia,25-39,1,1
1317,Camilla,Huezo,Thailand,25-39,3,0
1318,Jaqueline,Linker,Kuwait,25-39,2,1
1319,Zoila,Louvier,Germany,40-55,1,3
1320,Raelene,Hinson,Bosnia & Herzegovina,18-25,3,2
1321,Jeanelle,Patzke,Uruguay,18-25,3,2
1322,Nancey,Lamoore,Iraq,25-39,3,2
1323,Charolette,Sen,Kuwait,25-39,1,3
1324,Georgann,Walcott,Russia,40-55,4,3
1325,Jeannine,Karpel,United States,40-55,1,2
1326,Kandra,Gorrill,Kenya,25-39,3,0
1327,Shenita,Lauffer,Bahrain,18-25,2,2
1328,Caryl,Renee,Montenegro,40-55,1,1
1329,Clemmie,Weist,Australia,25-39,3,2
1330,Ping,Honor,Azerbaijan,25-39,1,2
1331,Chang,Schallig,Sweden,18-25,3,1
1332,Bao,Dinkens,Armenia,25-39,3,1
1333,Jonah,Kaiama,Myanmar (Burma),25-39,2,2
1334,Kenia,Randlett,India,25-39,6,1
1335,Meredith,Hilbner,Honduras,25-39,2,1
1336,Twila,Lowber,Brazil,55-67,3,1
1337,Margery,Cordaro,Montenegro,25-39,3,1
1338,Dalia,Brimmage,Ireland,25-39,1,2
1339,Adelia,Lebrecht,Canada,18-25,6,2
1340,Marry,Endito,Bahrain,25-39,6,2
1341,Maude,Vanderbeck,Bolivia,25-39,1,3
1342,Keith,Beverlin,Ecuador,18-25,3,2
1343,Deloise,Kalhorn,Zimbabwe,25-39,2,1
1344,Zula,Groene,Switzerland,40-55,2,1
1345,Marlena,Lecrone,Brazil,18-25,3,1
1346,Wilhelmina,Sipho,Austria,55-67,1,2
1347,Lenora,Nodarse,United States,40-55,3,1
1348,Lashon,Salce,United States,40-55,2,2
1349,Haley,Pengra,Denmark,25-39,1,1
1350,Felicita,Pace,Russia,25-39,3,2
1351,Dannie,Rufus,Thailand,40-55,0,1
1352,Joaquina,Barabas,Bangladesh,40-55,2,2
1353,Kirstie,Micheli,Argentina,40-55,2,1
1354,Katharine,Kadlubowski,Pakistan,25-39,4,1
1355,Philomena,Peden,Philippines,18-25,2,1
1356,Nathan,Swerdloff,Martinique,25-39,3,1
1357,Melita,Kuchler,Lithuania,55-67,2,0
1358,Naoma,Zombro,Brazil,25-39,4,2
1359,Rod,Rubalcava,Germany,25-39,2,1
1360,Stefani,Kirshner,Venezuela,18-25,3,2
1361,Dorla,Goney,Pakistan,55-67,1,2
1362,Doug,Samra,Bosnia & Herzegovina,40-55,2,3
1363,Leonardo,Sebring,Netherlands,18-25,3,2
1364,Elizbeth,Deboer,Canada,18-25,2,2
1365,Trudi,Sanquenetti,United States,55-67,0,2
1366,Julee,Turowski,Singapore,25-39,1,3
1367,Rosia,Golackson,Germany,25-39,4,1
1368,Janita,Taublee,Croatia,55-67,3,2
1369,Elyse,Gones,Fiji,18-25,1,1
1370,Jenette,Manasco,Denmark,25-39,4,2
1371,Cyndy,Gohlke,South Korea,25-39,1,2
1372,Tricia,Marrello,Ukraine,25-39,1,2
1373,Lilia,Softich,Denmark,18-25,3,2
1374,Denice,Dibblee,Iraq,25-39,2,2
1375,Sung,Keitsock,France,25-39,1,2
1376,Harry,Ritchey,Poland,18-25,2,2
1377,Belinda,Myall,Brunei,40-55,1,2
1378,Nyla,Kokesh,Iran,40-55,3,2
1379,Chery,Freemon,Egypt,18-25,1,2
1380,Lue,Mcwhite,Philippines,25-39,2,2
1381,Hassie,Stortz,Algeria,40-55,6,2
1382,Fredia,Carlini,Myanmar (Burma),25-39,2,1
1383,Deloras,Liberty,Northern Mariana Islands,25-39,3,0
1384,Pat,Caplin,Iceland,25-39,3,2
1385,Cortez,Barick,Nigeria,40-55,6,2
1386,Carl,Vanderkooi,Kazakhstan,40-55,4,1
1387,Leila,Legros,Mauritius,25-39,3,2
1388,Ronny,Vollmering,Guatemala,40-55,1,1
1389,Carrol,Mady,United States,40-55,3,1
1390,Flo,Chimilio,Kyrgyzstan,25-39,3,3
1391,Hiedi,Canu,Netherlands,18-25,1,1
1392,Hien,Lostetter,United Kingdom,25-39,6,0
1393,Debby,Sondelski,Lithuania,40-55,1,1
1394,Aleida,Timar,Kuwait,40-55,6,2
1395,Delana,Schlotterbeck,Liberia,18-25,1,2
1396,Fawn,Lestor,Luxembourg,18-25,3,1
1397,Tabetha,Melis,Hungary,18-25,2,1
1398,Libbie,Shelling,Guadeloupe,40-55,1,1
1399,Lorene,Moniot,Tunisia,25-39,1,2
1400,Wilburn,Hamff,Macau,25-39,1,0
1401,Devona,Winstanley,Bahamas,25-39,3,1
1402,Cordelia,Kimberley,Iran,25-39,2,2
1403,Cherly,Riffe,Bahrain,40-55,4,2
1404,Latrina,Chua,Ethiopia,18-25,6,2
1405,Gayle,Pekar,Belgium,40-55,4,2
1406,Katharyn,Solich,Saudi Arabia,40-55,3,2
1407,Chung,Tews,Dominican Republic,25-39,1,2
1408,Maryetta,Schenkelberg,India,25-39,1,1
1409,Blanche,Obeid,Australia,40-55,6,3
1410,Chantay,Kelchner,Japan,25-39,3,0
1411,Penny,Navarrete,South Africa,18-25,2,2
1412,Blanca,Imus,Algeria,55-67,2,1
1413,Trent,Hsieh,United Kingdom,40-55,2,2
1414,Stephaine,Dad,Azerbaijan,40-55,2,2
1415,Julius,Dingfelder,Bulgaria,25-39,1,3
1416,Kayla,Eikenberry,Gabon,25-39,3,3
1417,Crystal,Lossing,Lebanon,40-55,3,1
1418,Gordon,Sandos,Kuwait,25-39,3,2
1419,Felica,Shasky,Brunei,40-55,3,2
1420,Christen,Sieminski,Norway,40-55,1,2
1421,Concha,Perlstein,Iraq,25-39,1,3
1422,Spencer,Ludwig,Zimbabwe,25-39,6,2
1423,Shiloh,Febo,Russia,40-55,1,1
1424,Lia,Harber,New Zealand,40-55,1,2
1425,Caryn,Contorno,Congo - Kinshasa,40-55,3,0
1426,Regina,Stovel,Taiwan,40-55,6,3
1427,Jacqueline,Engelkemier,Luxembourg,55-67,1,1
1428,Bari,Canney,Nigeria,25-39,1,3
1429,Lissa,Becze,United States,25-39,4,2
1430,Agustina,Lowrey,Cyprus,25-39,6,2
1431,Eddy,Weatherington,Iraq,18-25,0,2
1432,Troy,Koos,Cape Verde,18-25,3,2
1433,Sharlene,Celia,Estonia,18-25,3,2
1434,Fae,Robayo,Singapore,25-39,3,0
1435,Kara,Pooley,United Arab Emirates,25-39,3,1
1436,Marquitta,Cruson,Caribbean Netherlands,18-25,2,2
1437,Otelia,Lonabaugh,South Africa,25-39,3,0
1438,Takako,Moberley,Greece,25-39,3,2
1439,Phillip,Nypaver,United Kingdom,40-55,0,1
1440,Clemente,Loveman,United Kingdom,40-55,6,2
1441,Lovie,Hoger,Argentina,18-25,3,2
1442,Madeleine,Goodfriend,Panama,40-55,4,1
1443,Elroy,Schmeeckle,Denmark,40-55,3,2
1444,Nathanial,Pobre,Denmark,18-25,1,2
1445,Dave,Ginther,Iran,25-39,3,2
1446,Adrianne,Mamaril,Puerto Rico,25-39,1,2
1447,Nidia,Figge,Belgium,25-39,1,2
1448,Sharie,Schutjer,Jersey,40-55,3,2
1449,Jolie,Frigon,Jamaica,40-55,2,2
1450,Nicolle,Fanguy,Kosovo,25-39,2,1
1451,Margherita,Swann,Guatemala,25-39,1,1
1452,Jeanette,Modgling,Philippines,25-39,1,0
1453,Johanna,Breazeale,Georgia,40-55,2,2
1454,Brendon,Martos,Macedonia (FYROM),40-55,4,1
1455,Amie,Peretz,Indonesia,18-25,2,2
1456,Karine,Peeden,Israel,18-25,3,1
1457,Miss,Ton,El Salvador,40-55,2,2
1458,Bruce,Wisniowski,India,25-39,2,1
1459,Thad,Summy,Uruguay,18-25,1,2
1460,Sharyl,Kaplan,Armenia,25-39,2,2
1461,Kamilah,Broda,Guinea,25-39,3,3
1462,Oleta,Cedars,Italy,25-39,2,0
1463,Salvatore,Schild,Japan,18-25,2,2
1464,Lida,Kurokawa,Kuwait,18-25,2,2
1465,Lashawnda,Teskey,Ecuador,40-55,2,2
1466,Lilla,Fritts,India,40-55,3,2
1467,Trula,Plaxco,Russia,25-39,4,2
1468,Carolann,Deane,Belarus,40-55,1,2
1469,Murray,Spallina,Cyprus,40-55,3,0
1470,Golden,Jawad,Israel,40-55,1,3
1471,Dick,Curtice,Panama,55-67,1,2
1472,Yolanda,Gottdenger,Croatia,25-39,3,2
1473,Vito,Santelli,Gabon,25-39,4,2
1474,Jessenia,Hochman,Nigeria,40-55,3,2
1475,Lexie,Sebert,Maldives,40-55,0,0
1476,Buddy,Erne,Hong Kong,25-39,1,1
1477,Jeffry,Morganti,Sri Lanka,40-55,4,1
1478,Magda,Hamano,Georgia,40-55,0,1
1479,Shanna,Liss,St. Vincent & Grenadines,55-67,4,2
1480,Jose,Urbancic,Kuwait,55-67,1,1
1481,Sallie,Sandiford,Tunisia,40-55,1,2
1482,Patty,Cabrena,Germany,25-39,3,1
1483,Martha,Doughan,Mongolia,18-25,4,0
1484,Lakisha,Sebring,Fiji,40-55,3,2
1485,Loraine,Murzynski,Finland,40-55,2,1
1486,Cheryl,Gleason,Dominican Republic,25-39,2,1
1487,Violette,Chevrier,Uruguay,40-55,1,2
1488,Karry,Karol,Ukraine,18-25,4,2
1489,Telma,Sweany,Honduras,25-39,0,2
1490,Maura,Pinion,Oman,18-25,3,0
1491,Phyliss,Teal,Romania,18-25,1,2
1492,Kena,Desomma,Kuwait,25-39,1,2
1493,Zola,Vastine,Malaysia,40-55,1,2
1494,Marvel,Murai,Russia,25-39,3,2
1495,Mirtha,Raif,China,18-25,4,1
1496,Dusti,Kean,Argentina,25-39,4,2
1497,Kerrie,Nicholason,Cameroon,40-55,2,3
1498,Shandra,Traversa,Germany,40-55,2,2
1499,Dennis,Cutt,Sweden,25-39,3,2
1500,Ressie,Callado,Kazakhstan,18-25,1,2
1501,Adela,Vanbruggen,Argentina,18-25,3,3
1502,Felipa,Graydon,Belize,40-55,1,0
1503,Serena,Archer,Yemen,25-39,3,1
1504,Barton,Semmel,Russia,18-25,4,1
1505,Roselee,Derenthal,Zimbabwe,18-25,3,3
1506,Cesar,Madrid,Russia,25-39,2,0
1507,Alba,Balkus,Peru,25-39,1,0
1508,Darcie,Gazzillo,Croatia,25-39,3,3
1509,Malik,Rizzardi,Gabon,25-39,2,3
1510,Merle,Coulston,Czechia,25-39,0,1
1511,Kena,Piggie,Malta,25-39,3,1
1512,Porsha,Lough,Albania,40-55,6,2
1513,Piper,Badamo,Trinidad & Tobago,18-25,1,0
1514,Dannie,Kari,Cyprus,25-39,2,1
1515,Rhett,Cimini,Taiwan,55-67,2,1
1516,Teresia,Echevarria,Italy,25-39,0,1
1517,Trula,Colmenares,Benin,18-25,3,3
1518,Rufus,Mcguinn,Guyana,25-39,4,1
1519,Morris,Enwright,Jordan,55-67,1,1
1520,Kathyrn,Swerdloff,Jamaica,40-55,1,0
1521,Stanford,Randle,Taiwan,40-55,3,0
1522,Franklin,Nickas,Guyana,25-39,3,2
1523,Teressa,Opland,Guernsey,25-39,2,3
1524,Penni,Menez,Moldova,18-25,1,0
1525,Dania,Hopgood,Bosnia & Herzegovina,25-39,3,0
1526,Shea,Solley,Burundi,25-39,6,1
1527,Jospeh,Alberto,Zambia,40-55,3,2
1528,Ozell,Burnside,China,40-55,1,1
1529,Jenniffer,Reilly,Peru,40-55,3,0
1530,Felica,Dilworth,Sweden,18-25,3,3
1531,Micheal,Brayley,Lithuania,18-25,1,0
1532,Kory,Durpee,Iraq,40-55,2,2
1533,Alfonzo,Humpal,Ireland,18-25,0,2
1534,Tyrell,Losco,Lebanon,40-55,4,2
1535,Bonnie,Chenette,Taiwan,40-55,6,2
1536,Louisa,Riess,Austria,25-39,0,0
1537,Marcus,Claburn,Peru,18-25,2,2
1538,Lyndsey,Geurin,Malaysia,40-55,1,2
1539,Garth,Postlethwaite,Puerto Rico,18-25,6,1
1540,Felicidad,Howerter,Kuwait,40-55,1,2
1541,Ernie,Carman,Croatia,55-67,3,1
1542,Joan,Vadnais,Belgium,25-39,2,1
1543,Taunya,Trudeau,Saudi Arabia,18-25,1,2
1544,Brooks,Elton,Tunisia,25-39,3,2
1545,Bonnie,Flesher,Honduras,18-25,1,2
1546,Errol,Pirone,Germany,40-55,3,2
1547,Jinny,Bogany,Turkey,40-55,1,2
1548,Quincy,Chernosky,Andorra,25-39,4,2
1549,Flor,Degre,Japan,18-25,3,1
1550,Mirtha,Paddison,Lebanon,25-39,1,2
1551,Yee,Skoglund,Germany,25-39,0,1
1552,Concha,Hernandz,Dominican Republic,25-39,2,2
1553,Julianne,Gischer,Austria,25-39,3,1
1554,Latoyia,Licari,Saudi Arabia,25-39,1,0
1555,Aleshia,Bousquet,Cameroon,25-39,2,3
1556,Gilbert,Ardry,United Arab Emirates,25-39,2,2
1557,Kyle,Merring,Sri Lanka,18-25,2,2
1558,Savannah,Larey,Benin,25-39,1,1
1559,Marcel,Abernethy,Nepal,25-39,0,2
1560,Freeda,Wizwer,Switzerland,25-39,2,1
1561,Denae,Sumsion,Tanzania,40-55,1,3
1562,Randall,Schebel,Cape Verde,55-67,2,1
1563,Vanna,Enwall,Hong Kong,25-39,3,0
1564,Lucio,Chapp,Malta,40-55,2,3
1565,Janet,Rhoderick,Libya,40-55,3,1
1566,Greg,Eric,Israel,25-39,2,2
1567,Meggan,Mccomis,Barbados,40-55,1,2
1568,Anitra,Colace,Macedonia (FYROM),25-39,1,0
1569,Lorie,Loren,Antigua & Barbuda,25-39,1,1
1570,Felipa,Stroh,Bermuda,25-39,3,2
1571,Elvis,Ferrell,Japan,25-39,1,1
1572,Janeth,Hinze,United States,25-39,2,2
1573,Dian,Molgard,Maldives,18-25,1,3
1574,Nestor,Stacks,Taiwan,18-25,4,3
1575,Kate,Carraturo,South Korea,55-67,1,1
1576,Austin,Hinchey,Australia,18-25,3,2
1577,Ossie,Goldsberry,Croatia,25-39,4,0
1578,Tamie,Pilchowski,Zimbabwe,18-25,1,1
1579,Pennie,Broadus,Sri Lanka,40-55,2,2
1580,Derick,Abdur,Guatemala,40-55,1,2
1581,Monserrate,Drainville,Algeria,40-55,3,1
1582,Julieta,Libertini,Iran,18-25,1,1
1583,Aimee,Heitbrink,United Kingdom,40-55,1,1
1584,Deidra,Mccorison,Philippines,18-25,1,2
1585,Aracelis,Ewers,Italy,25-39,3,2
1586,Jaqueline,Calandra,Panama,18-25,0,2
1587,Brigette,Cabanillas,Iraq,25-39,6,2
1588,Evelyn,Elbertson,Qatar,40-55,1,2
1589,Karena,Dehler,Cambodia,40-55,3,2
1590,Mohammad,Chun,Turkey,25-39,2,1
1591,Doris,Newell,Kuwait,18-25,3,2
1592,Carolin,Camarero,Azerbaijan,25-39,1,2
1593,Nanci,Matar,Croatia,25-39,1,2
1594,Norene,Valenzuela,Qatar,18-25,6,1
1595,Richie,Tomasson,United States,25-39,1,1
1596,Shila,Radie,Ukraine,25-39,1,0
1597,Suzann,Menjares,Lebanon,18-25,2,1
1598,Slyvia,Sydnor,Mauritius,25-39,3,1
1599,Travis,Raw,Iceland,25-39,3,1
1600,Lecia,Drost,Ecuador,18-25,1,2
1601,Dalila,Cwikla,Belarus,25-39,0,2
1602,Luz,Stratos,Thailand,25-39,3,3
1603,Giovanni,Ahrens,Netherlands,40-55,3,2
1604,Harley,Huebner,Barbados,25-39,1,1
1605,Celesta,Sunniga,Chile,25-39,1,2
1606,Wesley,Litecky,France,18-25,6,1
1607,Marylyn,Osten,St. Kitts & Nevis,25-39,1,0
1608,Lu,Thayer,Slovenia,25-39,2,2
1609,Gregoria,Bagg,United States,25-39,3,0
1610,Pauletta,Magnetti,Ghana,25-39,1,2
1611,Dolores,Keilen,Peru,25-39,2,1
1612,Marivel,Magorina,Vietnam,18-25,4,2
1613,Tanika,Endlich,Argentina,55-67,3,0
1614,Carlotta,Mullenix,Morocco,25-39,3,2
1615,Bernarda,Neyer,Anguilla,18-25,1,2
1616,Jutta,Colletta,Côte d’Ivoire,40-55,2,1
1617,Dee,Gago,Czechia,40-55,4,2
1618,Anissa,Fusi,Jordan,25-39,0,2
1619,Felipe,Clure,Ukraine,25-39,1,1
1620,Candis,Gacad,Sweden,25-39,1,2
1621,Issac,Beith,Czechia,18-25,4,1
1622,Illa,Celi,Norway,18-25,6,1
1623,Paz,Tubergen,Norway,40-55,4,0
1624,Dorathy,Guillet,Sri Lanka,18-25,3,1
1625,Gay,Noneman,Côte d’Ivoire,18-25,2,0
1626,Nerissa,Ruben,Netherlands,25-39,1,1
1627,Nevada,Borroel,Mauritius,40-55,3,2
1628,Tiffanie,Boudinot,Greece,18-25,2,1
1629,Shawnda,Hillary,Bahrain,40-55,0,1
1630,Christia,Retka,Kuwait,25-39,2,2
1631,Salena,Willens,Russia,25-39,3,1
1632,Angelia,Ector,Martinique,40-55,1,3
1633,Antony,Italia,Turkey,18-25,2,2
1634,See,Maccauley,Switzerland,25-39,2,0
1635,Keesha,Gonser,Panama,25-39,1,2
1636,Brian,Soulard,St. Kitts & Nevis,25-39,3,1
1637,Ingrid,Willet,Turkmenistan,25-39,6,1
1638,Michael,Sedman,Thailand,25-39,2,1
1639,Katheryn,Lustig,Italy,25-39,2,2
1640,Dong,Gallinaro,Martinique,25-39,2,2
1641,Cher,Schaunaman,Jamaica,55-67,2,1
1642,Nannie,Nikula,Sweden,40-55,3,2
1643,Lyndon,Ungerecht,Algeria,25-39,1,2
1644,Nathan,Semenick,Chile,25-39,6,1
1645,Heike,Dornak,Jamaica,40-55,4,1
1646,Caroll,Yafaie,Bangladesh,25-39,3,2
1647,Ilse,Werts,Serbia,40-55,3,0
1648,Denice,Alfiero,Barbados,40-55,3,1
1649,Katheleen,Stigsell,Indonesia,40-55,3,2
1650,Marci,Treamer,Singapore,18-25,3,0
1651,Mackenzie,Mednis,Monaco,40-55,3,1
1652,Woodrow,Ibdah,South Africa,18-25,3,2
1653,Charita,Maifeld,Finland,40-55,2,1
1654,Trinidad,Margaris,Czechia,40-55,4,1
1655,Leora,Gibson,Brunei,40-55,2,2
1656,Alesha,Almario,Belarus,25-39,3,1
1657,Walker,Peschel,Finland,18-25,1,1
1658,Josef,Crose,Netherlands,40-55,1,1
1659,Rachele,Eber,Dominican Republic,25-39,4,2
1660,Isa,Naki,United Arab Emirates,25-39,3,1
1661,Cordia,Rouff,St. Lucia,18-25,0,2
1662,Lavonne,Disbrow,Somalia,25-39,3,2
1663,Jillian,Attwell,Antigua & Barbuda,18-25,3,2
1664,Judson,Mcvicker,Czechia,25-39,1,2
1665,Lashawnda,Hemmingsen,Peru,40-55,1,2
1666,Margarite,Nakama,Zimbabwe,25-39,2,2
1667,Shona,Jurcik,El Salvador,25-39,2,3
1668,Stephenie,Fawcett,Australia,40-55,1,1
1669,Prince,Saicedo,Algeria,18-25,1,3
1670,Jermaine,Roybal,New Zealand,40-55,3,2
1671,Kamilah,Bonsignore,South Korea,18-25,1,2
1672,Jeffry,Sharpless,Bulgaria,25-39,3,1
1673,Laurene,Wolfson,Oman,25-39,3,2
1674,Tressie,Michalski,Nigeria,25-39,3,0
